%batchNum lastTS numPackets totalBytes avgInterAT stdInterAT avgLength stdLength ipSrc ipDst ipSrcDst ipv4 ipv6 icmp4 icmp6 ipMaskSrc[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] ipMaskDst[30] [29] [28] [27] [26] [25] [24] [23] [22] [21] [20] [19] [18] [17] [16] numTCP numUDP  othersL4 srcPortTCP dstPortTCP srcPortUDP dstPortUDP ipSrcPort ipDstPort tcpSyn tcpFin tcpRes flows flowsTCP flowsUDP flowsOther avgPacketsFlowTCP stdPacketsFlowTCP avgPacketsFlowUDP stdPacketsFlowUDP avgPacketsFlowOther stdPacketsFlowOther avgInterAtFlowTCP stdInterAtFlowTCP avgInterAtFlowUDP stdInterAtFlowUDP avgInterAtFlowOther stdInterAtFlowOther avgLengthFlowTCP stdLengthFlowTCP avgLengthFlowUDP stdLengthFlowUDP avgLengthFlowOther stdLengthFlowOther onePacketFlows httpPackets httpFlows sslPackets sslFlows smtpPackets smtpFlows auxFet
5 10000007 46027 25652814 43.46073275674736 47.09385288105083 563.8841825295643 656.7296536464868 890 2369 3305 45695 332 166 332 744 668 562 435 326 226 149 96 57 32 18 11 7 4 3 2324 2295 2260 2222 2189 2165 2137 2111 2073 2042 1994 1947 1892 1792 1669 33662 10652 1215 1151 33661 144 10652 2131 45695 711 445 163 4166 2590 1113 463 12.996911196911197 120.89111696961925 9.570530098831986 64.04098670723819 3.699784017278618 31.552280999716917 8783763.315830115 625731.8277466473 8778614.053908356 597872.6206341033 8931822.099352052 603137.8025812401 6665.753959057552 150686.8589365694 7466.053908355795 74553.76119518456 290.5135135135135 2340.327910727411 2018 11294 836 14460 723 175 19 0
6 12000003 45350 28189667 44.106318226926895 48.03663582411793 627.1567331865002 667.4078091703556 864 2528 3419 45201 149 166 149 727 640 535 420 311 217 144 94 56 32 18 11 7 4 3 2472 2436 2402 2364 2329 2301 2257 2223 2183 2144 2092 2031 1963 1844 1704 33600 9978 1457 1249 33599 145 9976 2269 45201 671 402 96 4404 2637 1084 683 12.741751990898749 125.57528596806506 9.20479704797048 64.13705487561836 2.5944363103953147 22.998535824552103 1.0775186055365946E7 610024.5701551972 1.0767453672509225E7 571561.0648339277 1.1081892060029283E7 603245.4340227231 7436.95182094082 160364.03211519108 7855.559963099631 85156.70385501723 160.26244343891403 1331.3810125026152 2147 9146 863 15473 739 132 20 0
7 14000022 42511 21688286 47.05274549475368 51.85095741796618 515.5390301877823 641.0523729414119 847 2555 3496 42360 151 191 151 712 638 528 408 306 213 141 91 56 32 18 11 7 4 3 2474 2439 2402 2369 2335 2305 2268 2236 2202 2153 2101 2053 1972 1858 1716 30310 10337 1522 1304 30309 159 10337 2313 42360 672 395 119 4594 2719 1127 748 11.147480691430673 71.16508735301662 9.172138420585625 68.14481031616224 2.4919786096256686 22.604126261905616 1.2751755098933432E7 594387.6502196707 1.2821916722271517E7 601082.639158693 1.2951011687165776E7 625944.8224314712 4732.131714495953 84569.31492834934 7769.81455190772 91106.13602990696 144.76701030927836 1306.5612022625392 2332 9355 885 10819 778 141 19 0
8 16000014 48225 25627295 41.4756433918832 44.10889357064282 537.9827235132356 647.3779391576973 1064 2634 3982 47949 276 173 276 872 769 634 481 340 226 148 94 57 32 18 11 7 4 3 2556 2509 2470 2428 2391 2361 2321 2294 2245 2201 2157 2102 2023 1918 1784 37097 9309 1370 1256 37095 151 9309 2500 47948 1213 532 141 5314 3425 1183 706 10.831240875912409 98.23775717261958 7.8689771766694845 49.32425875888325 2.576487252124646 24.644986388871242 1.4734897963211678E7 555567.0760881416 1.4855404524091294E7 601225.6933925655 1.4961610535410766E7 618949.0814185363 5234.116530373832 123772.96754810688 6460.923076923077 62641.692603906646 148.92671394799055 1389.5341736920889 2451 8756 1030 19055 1339 133 16 0
9 18000008 50610 27148432 39.522567385977396 42.55207743608938 544.9133733416294 651.1713163173794 1045 2585 4004 50277 333 176 333 860 748 618 473 351 238 152 99 57 32 18 11 7 4 3 2522 2488 2460 2427 2397 2372 2338 2311 2270 2227 2173 2107 2034 1924 1776 38867 9709 1525 1256 38866 155 9709 2710 50277 781 505 144 5327 3272 1167 888 11.878667481662593 95.78141820494011 8.31962296486718 45.239030020430086 2.2905405405405403 22.50505448732523 1.6689719884474328E7 577331.8199671264 1.6822345877463583E7 592122.6586242386 1.705354931081081E7 535383.7158039156 5904.025068786304 119941.62453073768 6658.553556126821 53646.25900361664 150.7262443438914 1333.5433568562307 2522 11889 952 17241 1210 255 25 0
10 20000034 48983 28633674 40.8387103360967 44.55487617597516 590.7732365016815 665.2150359461017 1030 2493 3822 48742 241 182 241 816 708 583 446 327 228 148 100 59 33 19 12 8 5 4 2447 2413 2381 2352 2318 2294 2257 2234 2208 2168 2123 2063 1988 1881 1746 37541 9757 1262 1287 37540 143 9757 2528 48742 694 487 182 4942 3206 1110 626 11.709606986899564 117.53523117638213 8.79009009009009 66.5397598405618 2.691693290734824 25.753749067937918 1.879373915533375E7 623961.0020175463 1.8815400845945947E7 599766.5051684547 1.8946987353035145E7 600077.3725324154 6280.652106084243 150544.5061530701 7606.952252252252 89978.97354415842 167.53021978021977 1510.0147077371191 2554 11376 989 16965 1088 228 18 0
11 22000026 46363 27398604 43.143387190715536 45.12070300180405 598.536164449396 664.3556234189268 1019 2538 3826 46147 216 158 216 827 719 594 459 330 230 150 97 57 32 18 11 7 4 3 2470 2436 2400 2369 2333 2305 2266 2234 2191 2147 2108 2049 1960 1848 1708 34266 10302 1421 1314 34265 144 10302 2587 46147 639 493 184 4892 3103 1109 680 11.042861746696746 119.38888056182077 9.289449954914337 64.15345247437838 2.639705882352941 24.44303100488731 2.0788128398324203E7 609389.9823088638 2.0781549745716862E7 594758.554772388 2.098283856764706E7 550981.3696161057 5997.54835589942 151564.62708274255 7866.666366095582 84759.02120429641 207.2199413489736 1626.1707291884231 2638 8765 997 16477 1115 211 17 0
12 24000021 45146 24470140 44.30762755045526 46.88343633883498 546.3261592730682 653.4028732854707 1031 2411 3694 44961 185 159 185 817 710 596 458 330 222 146 97 56 32 18 11 7 4 3 2362 2323 2294 2261 2237 2207 2173 2138 2112 2063 2013 1956 1890 1785 1652 35647 8017 1138 1259 35646 137 8017 2365 44961 691 445 239 4713 3174 1048 491 11.230938878386894 110.96941795029315 7.6498091603053435 31.87357241227614 3.018329938900204 27.942040681999977 2.281626574732199E7 603206.455016642 2.281009072423664E7 600038.3468621001 2.290885982484725E7 570799.8828792927 5812.710683895367 140071.52522154758 5696.29675572519 31633.1247495533 172.86363636363637 1562.6246238785293 2437 9917 935 16574 1129 180 14 0
13 26000064 47202 27908407 42.37842991842356 44.61620207805095 598.519815569376 665.9409161931528 1136 2406 3790 46868 334 175 334 884 770 639 479 346 236 152 98 57 32 18 11 7 4 3 2356 2319 2282 2249 2222 2195 2162 2136 2096 2051 2008 1957 1891 1784 1658 36213 9243 1237 1299 36212 131 9243 2555 46868 764 462 261 4846 3234 1064 548 11.197588126159555 118.86269186597295 8.68703007518797 59.256277228471276 3.1861313868613137 29.245063218049935 2.477736493815708E7 595869.1711335161 2.4813586558270678E7 598425.0165038942 2.4972048906934306E7 560611.6292999893 6190.471698113208 151816.80486275302 7339.953947368421 78448.38758855635 253.62908011869436 1956.5806059694517 2456 9973 963 16961 1083 135 13 0
14 28000082 49424 29513432 40.470729881219775 41.86987248486028 604.2505118335927 666.3218242583123 1030 3364 4631 49126 298 149 298 843 738 607 472 347 233 151 99 57 32 18 11 7 4 3 2966 2830 2762 2699 2649 2614 2573 2533 2490 2438 2397 2338 2266 2165 2028 36969 10784 1224 1362 36968 137 10784 2550 49126 711 474 195 5731 3130 2054 547 11.811182108626198 123.1546963506745 5.250243427458617 49.14870724204023 3.0548446069469835 28.17852463236921 2.6761388907987222E7 599714.5930519054 2.707911482083739E7 518389.9099500237 2.694217198537477E7 612446.8242347527 6660.487376158517 157170.22546485913 4195.243427458618 65985.8286657517 194.19655172413792 1658.59638934812 3405 11095 1038 17230 1045 171 19 0
15 30000002 47651 28185669 41.97376539971037 46.53838557447162 598.7773670681707 664.0175450625003 928 2424 3678 47377 274 194 274 766 678 574 444 330 227 153 103 64 39 25 18 14 11 10 2381 2356 2324 2290 2263 2240 2194 2157 2116 2071 2025 1971 1895 1794 1685 36305 9638 1240 1265 36303 155 9637 2431 47376 689 379 117 4748 2987 1130 631 12.154335453632408 97.66696793377294 8.529203539823008 50.937919877198844 2.7068145800316956 25.563041616207357 2.8770705523267493E7 584870.747246605 2.885788715575221E7 578845.1189264324 2.9009595622820918E7 607972.6588264169 6706.56128600134 122481.46231284567 7170.114159292036 66005.68346439395 170.7507331378299 1512.7390288815407 2388 13374 956 14150 1109 146 21 0
16 32000124 38064 17536414 52.55332510050185 57.38976560910778 466.76710760959253 619.5421254097005 937 2427 3623 37852 212 175 212 777 684 566 442 321 217 143 94 57 32 18 11 7 4 3 2379 2344 2310 2268 2224 2203 2164 2137 2097 2049 2006 1952 1878 1779 1670 26169 10262 1246 1262 26168 157 10262 2405 37852 740 447 129 4667 2975 1086 606 8.796302521008403 26.481964688850272 9.449355432780846 68.18424422270144 2.6947194719471947 25.385607002872522 3.07943055297479E7 595572.1689985559 3.0849394275322285E7 598288.9331195125 3.0860373963696368E7 582735.945250974 2806.0016812373906 23981.931511547315 8411.579189686925 91228.18364363683 167.3029411764706 1531.0977636208295 2308 10360 945 7618 1100 121 9 0
17 34000122 35929 13157044 55.67159359777314 61.51342482370902 370.46562112850546 573.3888896112189 965 2340 3592 35750 179 159 179 811 718 597 459 342 235 154 98 58 32 18 11 7 4 3 2264 2227 2193 2156 2124 2098 2065 2043 2007 1968 1926 1874 1807 1719 1600 25661 8681 1249 1240 25660 139 8679 2371 35750 756 420 118 4539 3007 1004 528 8.533754572663785 27.38411808899103 8.646414342629482 37.21503947796661 3.0056818181818183 27.1745201513209 3.280907547588959E7 611532.1470823606 3.2853891224103585E7 581030.8985167958 3.299183069128788E7 568347.5103984994 2110.6526946107783 15369.666977048091 6725.994023904383 40159.514366552925 193.34516129032258 1631.5661010009628 2220 9102 881 8017 1093 135 11 0
18 36000071 37879 15867199 52.806880891400205 58.06117911444342 426.76284223549027 605.8399185305075 952 2326 3509 37553 326 145 326 786 698 589 458 338 229 152 99 58 32 18 11 7 4 3 2282 2250 2221 2188 2157 2130 2097 2071 2036 1999 1961 1905 1833 1749 1632 26142 9984 1282 1160 26141 138 9983 2347 37553 596 370 91 4473 2829 1038 606 9.240721102863203 29.24634221660117 9.61849710982659 63.05116893175642 2.892739273927393 27.19772364770923 3.478503623329799E7 620686.0918340149 3.477504095086705E7 579472.6386031613 3.497396096534654E7 557976.2797685089 2452.2450495049507 18124.326555044845 8555.34007707129 82908.94826230437 187.5142857142857 1677.5476754988003 2340 10106 815 8091 1017 177 23 0
19 38000077 37445 14801188 53.41473706700852 58.914399296455954 400.77166761432863 592.0775943671608 925 2351 3554 37202 243 185 243 772 692 586 458 335 230 150 97 58 32 18 11 7 4 3 2298 2261 2224 2189 2158 2140 2112 2091 2061 2019 1976 1926 1853 1756 1643 25872 9971 1174 1216 25871 150 9970 2307 37202 642 427 127 4546 2933 1083 530 8.821002386634845 27.61543666704596 9.206832871652816 59.58580488710647 3.0226415094339623 27.643314385013227 3.678121835356291E7 595874.4169499846 3.686189161311173E7 597732.4692332528 3.693504271886793E7 589562.5412069513 2095.3819918144613 11724.194693573798 7942.362880886427 78569.9654401766 191.39322033898304 1644.4815915919357 2267 10569 880 7501 1089 169 14 0
20 40000036 39727 16019418 50.35290415166545 55.73799025794628 408.0876553902588 600.3950841797373 914 2329 3525 39451 276 173 276 750 668 559 429 320 218 143 92 56 32 19 12 8 5 4 2291 2259 2233 2198 2172 2150 2120 2095 2060 2012 1964 1908 1843 1747 1641 27706 10421 1151 1105 27705 156 10420 2122 39451 635 369 107 4395 2807 1093 495 9.870324189526185 32.93542818364725 9.534309240622141 67.26687573319994 3.2323232323232323 29.694233021707678 3.877451370573566E7 603869.2559145046 3.8784783064958826E7 585047.758271867 3.900032132929293E7 588962.0131521217 2633.6721311475408 18176.630410742757 7843.051235132662 89865.4998353275 178.1055900621118 1608.4544064535219 2237 9876 747 8535 1120 150 21 0
21 42000024 40733 16734601 49.107324379404325 54.11124796594375 416.0686191636418 604.6641418624713 998 2415 3643 40548 185 167 185 823 726 607 473 350 235 150 94 57 32 18 11 7 4 3 2379 2348 2309 2266 2229 2199 2160 2128 2090 2056 2003 1955 1896 1800 1689 28655 10465 1261 1157 28654 145 10465 2323 40548 796 633 165 4877 3207 1123 547 8.935141877143748 27.864532646486456 9.318788958147818 61.94695113659924 2.9488117001828154 26.692199080879586 4.0830670239476144E7 606898.3931963899 4.079679990560997E7 591298.227756619 4.093625263619744E7 596119.648771367 2414.2145976294446 16792.766796664244 7956.284060552092 81316.16406469746 200.77666666666667 1647.6280142475525 2449 9656 919 9093 1218 157 17 0
22 44000044 40447 17732864 49.45540416903638 54.55231906566621 442.89997252678637 614.2397738771747 962 2411 3650 40264 183 166 183 796 703 584 449 326 220 139 91 57 32 18 11 7 4 3 2348 2318 2277 2237 2202 2174 2139 2105 2067 2023 1981 1933 1869 1783 1662 28208 10695 1195 1226 28207 148 10695 2324 40264 776 599 112 4808 3185 1093 530 8.85651491365777 30.314629572057314 9.784995425434584 74.24406476473715 2.913207547169811 27.277919745837977 4.2728702669701725E7 598313.5673655289 4.285347829551692E7 589700.0394042564 4.3020655224528305E7 581536.8089144584 2510.9733040201004 18512.59525647404 8855.583714547118 100557.84269906563 178.79154078549848 1588.8618986338975 2137 10449 864 7804 1275 120 14 0
23 46000071 38053 15220220 52.566021867115225 56.54489748009526 406.6155531215772 595.4644283430823 930 2515 3731 37748 305 201 305 769 680 573 438 321 218 141 91 56 32 18 11 7 4 3 2459 2422 2385 2341 2301 2268 2230 2199 2151 2113 2070 2013 1949 1846 1715 26402 9852 1293 1280 26400 132 9852 2398 37747 749 496 139 4829 3064 1126 639 8.616840731070496 27.59625925382238 8.74955595026643 47.679705868297766 2.815336463223787 26.581907551503566 4.4778939029047E7 620303.4478055073 4.479491172735346E7 590360.7454219639 4.496791995618153E7 562251.7289180584 2374.5781913157034 16587.59877594741 7004.316163410302 58434.1739330734 165.70218579234972 1503.9432913169524 2323 8380 909 8069 1149 139 20 0
24 48000098 40710 17030626 49.13603085691824 54.118456563374814 423.6284108151133 604.102358423864 1051 2427 3778 40465 245 212 245 870 760 622 476 342 230 148 97 56 32 18 11 7 4 3 2362 2321 2288 2244 2207 2181 2149 2122 2089 2050 2002 1956 1879 1771 1652 28562 10531 1160 1241 28561 145 10531 2455 40465 1190 465 99 5042 3434 1089 519 8.317414094350612 30.166394498150666 9.670339761248853 59.19592067696378 3.115606936416185 28.06972463764368 4.6870581542516015E7 606567.5532028807 4.6800031465564735E7 601530.2711484764 4.700377619267823E7 600101.2328910292 2306.292164287795 17232.923887376946 8316.369146005509 77204.25256454792 190.35333333333332 1637.2235328954523 2227 9249 864 9302 1598 187 22 0
25 50000004 44385 17453806 45.065415295867325 48.35993731269352 399.02265505338 587.2200704019883 1066 2458 3842 44081 304 227 304 888 777 637 486 355 238 153 98 57 32 18 11 7 4 3 2407 2378 2344 2306 2267 2240 2204 2173 2138 2090 2043 1977 1914 1802 1669 31906 10670 1278 1356 31905 137 10670 2703 44081 898 442 123 5294 3596 1041 657 8.872636262513904 29.296003820009727 10.249759846301632 69.55766652312433 2.7534246575342465 26.108368002547934 4.86618423298109E7 557202.9902919699 4.8764192248799235E7 587120.5496352565 4.895028546423136E7 620638.6487263875 2287.3613351877607 14484.850545700961 8803.744476464937 92054.78176460008 188.91218130311614 1530.144979151909 2255 11090 1000 10805 1523 165 18 0
26 52000024 38563 14766914 51.866445372267314 56.736748992495066 389.4809842810423 585.608293418024 1041 2414 3819 38262 301 247 301 857 750 614 476 346 232 153 96 58 32 18 11 7 4 3 2363 2330 2302 2265 2236 2218 2185 2155 2119 2073 2024 1972 1906 1804 1679 26921 9805 1289 1218 26920 147 9805 2492 38262 611 404 95 5108 3306 1128 674 8.143073200241984 28.623338786573907 8.692375886524824 42.69641720979867 2.7255192878338277 25.61128043382331 5.067654096400484E7 593618.2766690035 5.074926109042553E7 592875.9433756272 5.0906214430267066E7 592503.3782687047 2149.7894099848713 15910.681220493083 6728.427304964539 50061.0849674466 188.70725388601036 1451.511628534894 2403 9035 856 8105 1423 160 14 0
27 54000061 38313 15502347 52.20673453406421 56.49017673779573 408.5683111954459 595.1165161323966 965 2501 3779 38161 152 199 152 802 705 588 455 339 229 148 93 57 32 18 11 7 4 3 2451 2422 2387 2349 2312 2283 2253 2222 2186 2134 2087 2032 1959 1853 1709 26274 10505 1183 1171 26273 157 10505 2253 38161 593 399 138 4971 3223 1205 543 8.152032268073224 27.343524305393636 8.717842323651452 56.87212853542039 2.825046040515654 26.15740707240267 5.277699643251629E7 587364.7019822139 5.280722105892116E7 581625.5534307089 5.296147789871087E7 595306.1457117726 2175.0512104283052 15961.364871606569 7000.192531120332 73266.67016419231 163.37637362637363 1485.1851403440921 2531 9751 833 7805 1411 226 26 0
28 56000028 37587 15340662 53.219105907397555 59.11115196240479 412.9836056747517 595.3577537989069 941 2330 3576 37310 277 225 277 773 676 568 444 328 221 146 97 57 32 18 11 7 4 3 2290 2262 2236 2211 2189 2166 2138 2110 2078 2035 1995 1949 1875 1771 1647 26391 9550 1144 1151 26389 134 9549 2150 37309 645 413 99 4762 3257 1025 480 8.102855388394229 27.488016201510508 9.317073170731707 50.689393704663125 3.4291666666666667 29.927621021390927 5.4822386046668716E7 597364.5935494417 5.479109338048781E7 593989.815878837 5.492237075E7 563148.847023826 2313.428746928747 17151.026124057655 7549.690731707317 62148.54150522232 199.84330484330485 1551.1914802973256 2264 9312 782 8048 1422 149 17 0
29 58000019 39945 16138105 50.073733757292004 55.45411851168824 410.75998981929246 598.5781398563358 989 2264 3524 39585 360 183 360 823 731 608 467 343 231 151 98 57 32 18 11 7 4 3 2214 2184 2146 2108 2078 2050 2014 1983 1948 1906 1866 1824 1757 1675 1562 27817 10312 1273 1113 27816 136 10312 2281 39585 694 467 169 4743 3199 992 552 8.695529853079087 34.79003245524426 10.39516129032258 64.39570994777074 3.289855072463768 29.805954565090378 5.681308848233823E7 614372.4667003187 5.681121952419355E7 580534.8339816038 5.69339870942029E7 591611.2224188589 2387.2792370231396 19566.036263799004 8508.570564516129 84729.78380125883 196.72530864197532 1607.6968842430897 2263 11802 811 7159 1419 145 13 0
30 60000024 40574 16532256 49.30021198974561 54.11186780029789 412.58663372513786 602.3340986318847 993 2374 3634 40270 304 195 304 824 724 606 470 347 242 157 101 59 33 19 12 8 5 4 2310 2275 2242 2208 2166 2144 2098 2066 2026 1983 1941 1887 1828 1740 1620 29435 9380 1260 1182 29434 137 9380 2291 40270 686 504 101 4865 3300 1053 512 8.91969696969697 42.9295088170448 8.907882241215574 52.46984391455585 3.435546875 29.68838814460967 5.880864171909091E7 606044.5823558015 5.8782460018993355E7 579067.4545559104 5.89875412421875E7 597263.6376069452 2613.7262806911185 18647.511165565767 7437.641025641025 67492.8031416982 234.95495495495496 1734.4299459007382 2304 13967 845 7126 1462 126 14 0
31 62000106 43698 17189851 45.77912565804532 50.04016125686402 397.80473468632124 594.7578758819127 951 2374 3596 43451 247 195 247 787 691 584 450 328 227 150 96 57 32 19 12 8 5 4 2315 2286 2259 2221 2185 2162 2121 2090 2053 2012 1970 1919 1859 1769 1646 32219 9817 1220 1220 32218 143 9816 2306 43451 793 563 106 5030 3392 1089 549 9.498525943396226 47.34241486535112 9.014692378328743 58.20647362694704 3.0273224043715845 27.708375960359994 6.080931652181604E7 609837.5521327431 6.0758720754820935E7 582067.9883894343 6.1090321216757745E7 608652.365087839 2610.2312002359185 17969.604237869135 7600.752984389348 76640.99251117678 189.63803680981596 1599.6050068420361 2393 15142 909 8856 1536 146 14 0
32 64000035 43674 17389879 45.79971145258433 49.9656061430079 402.66659720292677 593.5964444491283 944 2527 3744 43554 120 191 120 786 692 583 447 326 223 149 95 57 32 18 11 7 4 3 2472 2432 2389 2351 2313 2280 2237 2206 2176 2133 2087 2029 1956 1862 1736 32049 9922 1392 1354 32048 135 9922 2586 43554 837 512 79 5222 3368 1154 700 9.515736342042755 35.52510737713216 8.59792027729636 55.87563561260535 2.432857142857143 22.83271462491609 6.27510848773753E7 614067.7683763792 6.2778742186308496E7 580792.3762504138 6.2998422834285714E7 593294.6379625617 2716.4303534303535 15777.302541486471 7069.613518197573 72773.64927265413 239.6927374301676 1957.087551530984 2542 13396 1004 9289 1394 109 11 0
33 66000107 42493 16123520 47.075058253112715 150.64342946620573 384.8513258705874 587.377820416083 976 2457 3711 42162 331 161 331 813 714 594 459 334 228 148 96 57 32 18 11 7 4 3 2401 2367 2340 2297 2261 2237 2200 2174 2143 2104 2062 2003 1936 1842 1715 30913 9855 1233 1264 30912 148 9855 2435 42162 781 453 114 5034 3337 1150 547 9.263709919089003 61.091591068254424 8.569565217391304 62.9159066083278 3.153564899451554 28.8764942394544 6.477516160203776E7 607546.5366854873 6.476858780695652E7 571656.6721302014 6.498689456672761E7 578699.8007008053 2298.9376498800957 14839.642637715637 7299.591304347826 84544.89313036209 197.15686274509804 1617.8343923019538 2501 14080 969 7618 1353 153 19 0
34 68000040 41380 15759748 48.34164027942278 51.86723158331456 385.6003131728323 584.0210732623303 974 2441 3660 41044 336 186 336 806 712 598 462 335 226 146 98 58 32 18 11 7 4 3 2376 2331 2301 2264 2230 2208 2172 2148 2116 2078 2034 1976 1909 1804 1691 29442 10141 1275 1203 29441 143 10140 2252 41044 632 405 145 4811 3204 1109 498 9.189138576779026 38.19501588495461 9.144274120829577 53.72988750725177 3.608433734939759 30.814251123289637 6.6817339638576776E7 617035.0517253001 6.6797260217312895E7 575028.1599870434 6.699067309638554E7 602155.9509527071 2277.347798938495 16110.735169153597 7561.752930568079 65410.99228115018 235.77286135693214 1839.4593440644662 2364 12255 882 8108 1348 123 15 0
35 70000020 44446 15890016 45.003150244143924 48.938610769420734 361.3445060942332 572.4763515392365 952 2371 3587 44200 246 209 246 783 691 574 446 326 219 143 95 56 32 18 11 7 4 3 2307 2273 2234 2192 2162 2137 2105 2079 2046 2011 1964 1915 1864 1777 1662 31623 11123 1245 1195 31622 145 11123 2299 44200 685 444 83 4901 3311 1021 569 9.55089096949562 59.961905252804975 10.894221351616062 67.24606531750094 2.9876977152899826 27.16615541441225 6.881241426396859E7 600787.9479654519 6.873864666111656E7 563357.428044725 6.894458218277681E7 587692.7796866195 1942.6407854984893 12366.589074582249 9202.406464250735 86457.9101571704 179.19113573407202 1518.877050931008 2429 15532 956 7880 1405 140 18 0
36 72000003 51946 16929060 38.50577589526377 39.557051452295305 329.9105542131109 563.2303743022004 913 2429 3615 51670 276 173 276 761 674 569 434 322 219 146 95 57 32 18 11 7 4 3 2375 2335 2299 2255 2216 2185 2146 2113 2079 2033 1986 1935 1879 1776 1652 39867 10190 1440 1269 39866 159 10190 2446 51670 765 435 94 5019 3323 1027 669 11.997291603972315 151.73173501338317 9.922103213242453 68.31913627743148 2.8236173393124067 25.649587624199338 7.082006326211254E7 592625.3760650324 7.075484402726388E7 588482.433089834 7.105570577877429E7 573723.5858198771 2416.810656231186 23616.486668622736 8601.407010710807 92030.76936178097 188.268156424581 1536.5379371828847 2433 23162 941 8499 1431 229 18 0
37 74000041 50439 17303355 39.656640361660784 41.044751313920045 346.736579501052 570.3958614274773 960 3446 4713 50227 212 162 212 794 703 586 451 334 230 151 97 57 32 18 11 7 4 3 3036 2898 2827 2765 2725 2693 2647 2617 2577 2531 2494 2431 2345 2225 2056 37408 11224 1433 1296 37407 138 11224 2500 50227 812 570 113 6138 3432 2060 646 10.8997668997669 142.6901218111151 5.448543689320388 45.33107980311637 2.7972136222910216 25.449154066971623 7.27684535990676E7 582219.085522705 7.30805017631068E7 513498.57368683704 7.287493091795665E7 574143.4472069767 2500.8012241329056 25740.4466365195 4194.027669902913 59726.03108633394 233.175 1874.4545769666202 3319 20903 964 7208 1418 136 13 0
38 76000052 41274 17130152 48.46650995977318 53.492015528435935 420.4467406243864 602.844323456055 939 2517 3758 40976 298 183 298 783 688 574 434 324 217 141 91 56 32 18 11 7 4 3 2459 2416 2384 2345 2309 2280 2246 2218 2183 2141 2099 2055 1996 1886 1759 29375 10067 1351 1315 29373 136 10067 2402 40975 860 613 136 5259 3584 1129 546 8.196149553571429 28.346567724959478 8.91674047829938 51.37355162833079 3.3553113553113554 28.995168221960366 7.483994661160715E7 619509.4531011862 7.485515132418069E7 589345.0329754073 7.495137802747253E7 583648.6560736382 2355.415294445995 15586.685512557624 7602.278122232064 65382.78783631739 318.40294117647056 2695.6095365481647 2356 12124 988 7555 1525 124 16 0
39 78000018 45384 16595373 44.07459726293056 49.30020791958752 370.7608015727626 576.7337248074153 915 2508 3703 45106 278 207 278 766 682 570 444 325 225 145 98 57 32 18 11 7 4 3 2453 2417 2374 2339 2304 2270 2227 2194 2154 2107 2061 2004 1927 1829 1681 32879 10500 1520 1385 32878 132 10500 2543 45106 883 590 260 5277 3525 1031 721 9.327375886524823 34.253746494889725 10.184287099903006 56.49949571888979 2.780859916782247 25.21596042577349 7.678807034695035E7 628546.9959364868 7.676189082832202E7 588362.6865145345 7.69747673925104E7 565775.19568421 2400.593643586833 19750.11374554524 7776.0203685742 70510.90523745552 300.3173803526448 2501.2645245280373 2447 14824 1039 9232 1498 141 18 0
40 80000027 43267 18627115 46.22917966853893 51.62136158973574 436.05100774830873 610.9357344600606 921 2325 3542 42992 275 179 275 775 682 570 435 318 219 148 95 57 33 19 12 8 5 4 2264 2230 2192 2157 2125 2091 2056 2027 1990 1947 1905 1854 1797 1709 1594 31273 10191 1349 1336 31272 134 10190 2473 42992 843 556 107 5018 3437 995 586 9.098923479778877 39.97565086656391 10.242211055276382 72.8681951838162 3.07679180887372 27.53443391817851 7.874269647395985E7 612224.4858045975 7.879374513467337E7 597200.5645124853 7.895691767747441E7 614169.3144992924 2841.6233993015135 32517.49727127756 8792.086432160804 97718.37063806782 358.2631578947368 2609.770404952027 2256 14871 995 7997 1492 445 19 0
41 82000046 39614 16022173 50.494180615516676 55.65625910407264 410.78789898730935 592.4148971219485 1084 2421 3828 39337 277 278 277 864 750 619 477 346 235 151 99 58 32 18 11 7 4 3 2352 2312 2271 2239 2202 2169 2137 2105 2066 2022 1980 1933 1875 1774 1653 28552 9051 1456 1420 28551 148 9051 2742 39337 924 647 144 5222 3524 982 716 8.102156640181612 25.65279388837068 9.216904276985744 38.09697936933071 2.808659217877095 25.015330495049156 8.075079811435868E7 613142.4652497157 8.082318647454175E7 597073.0811589598 8.101376583100559E7 579435.5467496522 2654.2063582174283 23717.582580436723 6629.717922606925 35036.851013060594 382.10401891252957 3101.776668869972 2449 11407 1079 8189 1383 213 17 0
42 84000264 42548 16842351 47.011986744071265 51.82197256184146 400.8683120715918 595.2691200664166 934 2467 3732 42361 187 209 187 775 686 573 443 330 225 146 94 56 32 18 11 7 4 3 2411 2368 2337 2302 2266 2235 2193 2152 2115 2073 2028 1971 1914 1828 1709 30905 9618 1629 1405 30904 147 9617 2630 42361 779 465 140 5135 3393 1052 690 9.108458591217213 35.26351475722059 9.142585551330798 51.96302429166457 2.9347826086956523 25.217460019896382 8.276182823253758E7 590176.2290489484 8.280869883460076E7 606571.5553141886 8.299825497971015E7 605327.9944422741 2709.544811320755 25207.994561187825 7163.960076045628 63659.23955339955 315.90437158469945 2223.3244867144435 2460 13465 1062 8699 1364 181 17 0
